"Precios Promedio de venta en Lima por Distrito del GLP-Granel en Gasocentros-17/05/2022 (Galones)","",""
"","",""
"Distrito","Precio Promedio","Número de Establecimientos"
"ANCON","10.99","1"
"ATE","8.49793103448276","29"
"BARRANCO","9.795","2"
"BREÑA","9.008","5"
"CARABAYLLO","8.778","15"
"CHACLACAYO","8.6375","4"
"CHORRILLOS","9.06636363636364","11"
"CIENEGUILLA","9.675","2"
"COMAS","8.79083333333333","12"
"EL AGUSTINO","9.12333333333333","3"
"INDEPENDENCIA","8.82625","8"
"JESUS MARIA","8.952","5"
"LA MOLINA","9.14272727272727","11"
"LA VICTORIA","8.5840625","32"
"LIMA","8.80407407407407","27"
"LINCE","9.58","3"
"LOS OLIVOS","8.59941176470588","17"
"LURIGANCHO","8.77954545454545","22"
"LURIN","8.38214285714286","14"
"MAGDALENA DEL MAR","9.59","4"
"MIRAFLORES","9.79","3"
"PACHACAMAC","8.8825","4"
"PUCUSANA","8.69","1"
"PUEBLO LIBRE","8.90444444444444","9"
"PUENTE PIEDRA","8.5765","20"
"PUNTA HERMOSA","8.39","1"
"RIMAC","8.75","5"
"SAN BARTOLO","8.69","1"
"SAN BORJA","9.08666666666667","3"
"SAN ISIDRO","9.21857142857143","7"
"SAN JUAN DE LURIGANCHO","8.92242424242424","33"
"SAN JUAN DE MIRAFLORES","9.41888888888889","9"
"SAN LUIS","8.434","5"
"SAN MARTIN DE PORRES","8.55904761904762","21"
"SAN MIGUEL","8.715","10"
"SANTA ANITA","8.702","5"
"SANTA ROSA","8.99","1"
"SANTIAGO DE SURCO","9.68928571428571","14"
"SURQUILLO","10.1233333333333","6"
"VILLA EL SALVADOR","8.68090909090909","22"
"VILLA MARIA DEL TRIUNFO","9.00076923076923","13"
