"Precios Promedio de venta en Lima por Distrito del GLP-Granel en Gasocentros-12/05/2022 (Galones)","",""
"","",""
"Distrito","Precio Promedio","Número de Establecimientos"
"ANCON","10.99","1"
"ATE","8.56071428571429","28"
"BARRANCO","9.82","2"
"BREÑA","9.255","4"
"CARABAYLLO","8.88","14"
"CHACLACAYO","8.94","4"
"CHORRILLOS","9.11363636363636","11"
"CIENEGUILLA","9.66","2"
"COMAS","8.90454545454545","11"
"EL AGUSTINO","9.12333333333333","3"
"INDEPENDENCIA","8.93714285714286","7"
"JESUS MARIA","8.988","5"
"LA MOLINA","9.267","10"
"LA VICTORIA","8.68714285714286","35"
"LIMA","8.87846153846154","26"
"LINCE","9.58","3"
"LOS OLIVOS","8.65444444444444","18"
"LURIGANCHO","8.88809523809524","21"
"LURIN","8.50571428571429","14"
"MAGDALENA DEL MAR","9.7075","4"
"MIRAFLORES","9.79","3"
"PACHACAMAC","9.0025","4"
"PUCUSANA","8.99","1"
"PUEBLO LIBRE","9.05375","8"
"PUENTE PIEDRA","8.65363636363636","22"
"PUNTA HERMOSA","8.69","1"
"RIMAC","8.846","5"
"SAN BARTOLO","8.89","1"
"SAN BORJA","9.19","3"
"SAN ISIDRO","9.30714285714286","7"
"SAN JUAN DE LURIGANCHO","8.94666666666667","33"
"SAN JUAN DE MIRAFLORES","9.42333333333333","9"
"SAN LUIS","8.528","5"
"SAN MARTIN DE PORRES","8.66190476190476","21"
"SAN MIGUEL","8.93363636363636","11"
"SANTA ANITA","8.722","5"
"SANTA ROSA","9.29","1"
"SANTIAGO DE SURCO","9.74285714285714","14"
"SURQUILLO","10.125","6"
"VILLA EL SALVADOR","8.70857142857143","21"
"VILLA MARIA DEL TRIUNFO","9.13307692307692","13"
