"Precios Promedio de venta en Lima por Distrito del GLP-Granel en Gasocentros-16/05/2022 (Galones)","",""
"","",""
"Distrito","Precio Promedio","Número de Establecimientos"
"ANCON","10.99","1"
"ATE","8.51607142857143","28"
"BARRANCO","9.795","2"
"BREÑA","9","6"
"CARABAYLLO","8.78785714285714","14"
"CHACLACAYO","8.6375","4"
"CHORRILLOS","9.07833333333333","12"
"CIENEGUILLA","9.675","2"
"COMAS","8.79083333333333","12"
"EL AGUSTINO","9.12333333333333","3"
"INDEPENDENCIA","8.925","8"
"JESUS MARIA","8.986","5"
"LA MOLINA","9.15181818181818","11"
"LA VICTORIA","8.6184375","32"
"LIMA","8.80875","24"
"LINCE","9.58","3"
"LOS OLIVOS","8.60470588235294","17"
"LURIGANCHO","8.81105263157895","19"
"LURIN","8.38214285714286","14"
"MAGDALENA DEL MAR","9.59","4"
"MIRAFLORES","9.79","3"
"PACHACAMAC","8.885","4"
"PUCUSANA","8.69","1"
"PUEBLO LIBRE","8.90444444444444","9"
"PUENTE PIEDRA","8.58666666666667","21"
"PUNTA HERMOSA","8.39","2"
"RIMAC","8.84","5"
"SAN BARTOLO","8.69","1"
"SAN BORJA","9.0625","4"
"SAN ISIDRO","9.21857142857143","7"
"SAN JUAN DE LURIGANCHO","8.9309375","32"
"SAN JUAN DE MIRAFLORES","9.41888888888889","9"
"SAN LUIS","8.42666666666667","6"
"SAN MARTIN DE PORRES","8.60285714285714","21"
"SAN MIGUEL","8.81363636363636","11"
"SANTA ANITA","8.75","6"
"SANTA ROSA","9.29","1"
"SANTIAGO DE SURCO","9.68928571428571","14"
"SURQUILLO","10.1233333333333","6"
"VILLA EL SALVADOR","8.6655","20"
"VILLA MARIA DEL TRIUNFO","9.06785714285714","14"
