"Precios Promedio de venta en Lima por Distrito del GLP-Granel en Gasocentros-04/05/2022 (Galones)","",""
"","",""
"Distrito","Precio Promedio","Número de Establecimientos"
"ANCON","10.99","1"
"ATE","8.68758620689655","29"
"BARRANCO","9.87","2"
"BREÑA","9.352","5"
"CARABAYLLO","8.96428571428572","14"
"CHACLACAYO","8.965","4"
"CHORRILLOS","9.26818181818182","11"
"CIENEGUILLA","9.89","2"
"COMAS","8.99","12"
"EL AGUSTINO","9.55666666666667","3"
"INDEPENDENCIA","9.01714285714286","7"
"JESUS MARIA","9.24","5"
"LA MOLINA","9.40454545454545","11"
"LA VICTORIA","8.98875","32"
"LIMA","9.04777777777778","27"
"LINCE","9.72333333333333","3"
"LOS OLIVOS","8.780625","16"
"LURIGANCHO","8.94857142857143","21"
"LURIN","8.70333333333333","15"
"MAGDALENA DEL MAR","9.9575","4"
"MIRAFLORES","9.99","3"
"PACHACAMAC","9.245","4"
"PUCUSANA","8.99","1"
"PUEBLO LIBRE","9.18222222222222","9"
"PUENTE PIEDRA","8.8385","20"
"PUNTA HERMOSA","8.69","1"
"RIMAC","8.892","5"
"SAN BARTOLO","8.89","1"
"SAN BORJA","9.49333333333333","3"
"SAN ISIDRO","9.63285714285714","7"
"SAN JUAN DE LURIGANCHO","9.03147058823529","34"
"SAN JUAN DE MIRAFLORES","9.443","10"
"SAN LUIS","9.014","5"
"SAN MARTIN DE PORRES","8.71952380952381","21"
"SAN MIGUEL","9.11545454545455","11"
"SANTA ANITA","8.832","5"
"SANTA ROSA","9.29","1"
"SANTIAGO DE SURCO","9.97307692307692","13"
"SURQUILLO","10.3083333333333","6"
"VILLA EL SALVADOR","8.84904761904762","21"
"VILLA MARIA DEL TRIUNFO","9.23615384615385","13"
