"Precios Promedio de venta en Lima por Distrito del GLP Granel-04/08/2022 (Galones)","",""
"","",""
"Distrito","Precio Promedio","Número de Establecimientos"
"ANCON","10.99","1"
"ATE","8.64571428571429","28"
"BARRANCO","9.45","2"
"BREÑA","9.432","5"
"CARABAYLLO","8.81866666666667","15"
"CHACLACAYO","8.765","4"
"CHORRILLOS","9.04454545454545","11"
"CIENEGUILLA","9.58","2"
"COMAS","9.05083333333333","12"
"EL AGUSTINO","9.43","3"
"INDEPENDENCIA","8.91875","8"
"JESUS MARIA","9.194","5"
"LA MOLINA","9.00818181818182","11"
"LA VICTORIA","8.88709677419355","31"
"LIMA","9.00740740740741","27"
"LINCE","9.60333333333333","3"
"LOS OLIVOS","8.71611111111111","18"
"LURIGANCHO","8.74952380952381","21"
"LURIN","8.35928571428571","14"
"MAGDALENA DEL MAR","10.18","4"
"MIRAFLORES","9.84","2"
"PACHACAMAC","8.805","4"
"PUCUSANA","8.49","1"
"PUEBLO LIBRE","8.88555555555556","9"
"PUENTE PIEDRA","8.64631578947368","19"
"PUNTA HERMOSA","8.39","1"
"RIMAC","9.328","5"
"SAN BARTOLO","8.49","1"
"SAN BORJA","9.42333333333333","3"
"SAN ISIDRO","9.79","6"
"SAN JUAN DE LURIGANCHO","8.99757575757576","33"
"SAN JUAN DE MIRAFLORES","9.31","10"
"SAN LUIS","8.8925","4"
"SAN MARTIN DE PORRES","8.85181818181818","22"
"SAN MIGUEL","9.12727272727273","11"
"SANTA ANITA","8.804","5"
"SANTA ROSA","9.49","1"
"SANTIAGO DE SURCO","9.68428571428571","14"
"SURQUILLO","10.488","5"
"VILLA EL SALVADOR","8.62333333333333","21"
"VILLA MARIA DEL TRIUNFO","9.00214285714286","14"
