"Precios Promedio de venta en Lima por Distrito del GLP-Granel en Gasocentros-06/05/2022 (Galones)","",""
"","",""
"Distrito","Precio Promedio","Número de Establecimientos"
"ANCON","10.99","1"
"ATE","8.66814814814815","27"
"BARRANCO","9.87","2"
"BREÑA","9.352","5"
"CARABAYLLO","8.93857142857143","14"
"CHACLACAYO","8.94","4"
"CHORRILLOS","9.20454545454546","11"
"CIENEGUILLA","9.89","2"
"COMAS","8.95454545454546","11"
"EL AGUSTINO","9.45666666666667","3"
"INDEPENDENCIA","9.03714285714286","7"
"JESUS MARIA","9.22","5"
"LA MOLINA","9.39545454545455","11"
"LA VICTORIA","8.93742857142857","35"
"LIMA","9.00178571428571","28"
"LINCE","9.72333333333333","3"
"LOS OLIVOS","8.72555555555556","18"
"LURIGANCHO","8.888","20"
"LURIN","8.67153846153846","13"
"MAGDALENA DEL MAR","9.9575","4"
"MIRAFLORES","9.89","3"
"PACHACAMAC","9.2125","4"
"PUCUSANA","8.99","1"
"PUEBLO LIBRE","9.16","9"
"PUENTE PIEDRA","8.75388888888889","18"
"PUNTA HERMOSA","8.69","1"
"RIMAC","8.848","5"
"SAN BARTOLO","8.89","1"
"SAN BORJA","9.2925","4"
"SAN ISIDRO","9.53285714285714","7"
"SAN JUAN DE LURIGANCHO","8.98083333333333","36"
"SAN JUAN DE MIRAFLORES","9.389","10"
"SAN LUIS","8.914","5"
"SAN MARTIN DE PORRES","8.67761904761905","21"
"SAN MIGUEL","9.001","10"
"SANTA ANITA","8.722","5"
"SANTA ROSA","9.29","1"
"SANTIAGO DE SURCO","9.87428571428571","14"
"SURQUILLO","10.2583333333333","6"
"VILLA EL SALVADOR","8.80619047619048","21"
"VILLA MARIA DEL TRIUNFO","9.2","13"
